School,Conference,Player Name,Class/Year,Total Minutes Played,Games Played,Games Started,Nationality,Hometown,Country,Source Stats URL,Source Roster URL,Data Confidence,Notes,Estimated Graduation,Position
Adams State,RMAC,Lars Ostermann,So.,,,,International,"Untersiggenthal, Switzerland",Switzerland,,https://asugrizzlies.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 58%,2028,Goalkeeper
Colorado Mesa,RMAC,Diego Kling,R-Fr.,,,,USA,"Napa, Calif.",,,https://cmumavericks.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2029,Goalkeeper
Colorado Mesa,RMAC,Jose Canales,R-So.,,,,International,"Saltillo, Mexico",Mexico,,https://cmumavericks.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2028,Defender
Colorado Mesa,RMAC,Daniel Ehler,Jr.,,,,USA,"Tucson, Ariz.",,,https://cmumavericks.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2027,Defender
Colorado Mesa,RMAC,Shane Bryan,R-Sr.,,,,USA,"Colorado Springs, Colo.",,,https://cmumavericks.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2026,Defender
Colorado Mesa,RMAC,Jonah Elstad,So.,,,,USA,"Westminster, Colo.",,,https://cmumavericks.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2028,Defender
Colorado Mesa,RMAC,Tommaso Ferrara,Fr.,,,,International,"Milan, Italy",Italy,,https://cmumavericks.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2029,Midfielder
Colorado Mesa,RMAC,Tallyn Bronson,R-Sr.,,,,USA,"Highlands Ranch, Colo.",,,https://cmumavericks.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2026,Forward
Colorado Mesa,RMAC,Matheus Lazzuri,Sr.,,,,International,"Sao Paulo, Brazil",Brazil,,https://cmumavericks.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2026,Midfielder
Colorado Mesa,RMAC,Manuel Ponce Casas,Jr.,,,,International,"Playa del Carmen, Mexico",Mexico,,https://cmumavericks.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2027,Forward
Colorado Mesa,RMAC,Diogo Silva,Sr.,,,,International,"Araucaria Parana, Brazil",Brazil,,https://cmumavericks.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2026,Midfielder
Colorado Mesa,RMAC,Dylan Hobson,So.,,,,International,"Maungaturoto, New Zealand",New Zealand,,https://cmumavericks.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2028,Defender
Colorado Mesa,RMAC,Stefanos Christodoulakis,So.,,,,International,"Nicosia, Cyprus",Cyprus,,https://cmumavericks.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2028,Midfielder
Colorado Mesa,RMAC,Hayes Malone,R-So.,,,,USA,"McKinney, Texas",,,https://cmumavericks.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2028,Midfielder
Colorado Mesa,RMAC,Daniel Paulsson,Jr.,,,,International,"Limhamn, Sweden",Sweden,,https://cmumavericks.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2027,Midfielder
Colorado Mesa,RMAC,Connor Chilson,R-So.,,,,USA,"Vista, Calif.",,,https://cmumavericks.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2028,Defender
Colorado Mesa,RMAC,Roberto Hernandez,Jr.,,,,International,"Mexico City, Mexico",Mexico,,https://cmumavericks.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2027,Defender
Colorado Mesa,RMAC,Marc Bonafe,Jr.,,,,International,"Valencia, Spain",Spain,,https://cmumavericks.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2027,Midfielder
Colorado Mesa,RMAC,Jaxson Dowling,Fr.,,,,USA,"Glendale, Ariz.",,,https://cmumavericks.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2029,Midfielder
Colorado Mesa,RMAC,Kensho Negi,Jr.,,,,International,"Osaka, Japan",Japan,,https://cmumavericks.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2027,Midfielder
Colorado Mesa,RMAC,Matteo Bonelli,Fr.,,,,International,"Alba, Italy",Italy,,https://cmumavericks.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2029,Forward
Colorado Mesa,RMAC,Isaac Zamora,Fr.,,,,USA,"Santa Ana, Calif.",,,https://cmumavericks.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2029,Forward
Colorado Mesa,RMAC,Joao Pedro Moraes,R-Jr.,,,,International,"Rio de Janeiro, Brazil",Brazil,,https://cmumavericks.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2027,Midfielder
Colorado Mesa,RMAC,Justin Ibrahim,Fr.,,,,USA,"Boca Raton, Fla.",,,https://cmumavericks.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2029,Forward
Colorado Mesa,RMAC,Quinn Howell,Fr.,,,,USA,"Colorado Springs, Colo.",,,https://cmumavericks.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2029,Defender
Colorado Mesa,RMAC,Nathan Hernandez,Fr.,,,,International,"Orebro, Sweden",Sweden,,https://cmumavericks.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2029,Forward
Colorado Mesa,RMAC,Diego Medina,So.,,,,International,"Monterrey, Mexico",Mexico,,https://cmumavericks.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2028,Defender
Colorado Mesa,RMAC,Riccardo Legnante,Fr.,,,,International,"Rome, Italy",Italy,,https://cmumavericks.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2029,Forward
Colorado Mesa,RMAC,Efren Amaya,R-Fr.,,,,USA,"Denver, Colo.",,,https://cmumavericks.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2029,Defender
Colorado Mesa,RMAC,Gerardo Hernandez,Fr.,,,,USA,"Grand Junction, Colo.",,,https://cmumavericks.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 67%,2029,Midfielder
Colorado School of Mines,RMAC,Peter Saunders,So.,,,,USA,"Severna Park, Md.",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2028,Goalkeeper
Colorado School of Mines,RMAC,Tommy Jernigan,Jr.,,,,USA,"Overland Park, Kan.",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2027,Defender
Colorado School of Mines,RMAC,Noah Roles,Fr.,,,,USA,"Rio Rancho, N.M.",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Defender
Colorado School of Mines,RMAC,Timmy Walshauser,R-Fr.,,,,USA,"Kirkwood, Missouri",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Defender
Colorado School of Mines,RMAC,John Burnett,Sr.,,,,USA,"Windsor, Colo.",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2026,Midfielder
Colorado School of Mines,RMAC,Caelin David,Sr.,,,,USA,"Alpharetta, Ga.",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2026,Midfielder
Colorado School of Mines,RMAC,Charlie Newberry,R-Fr.,,,,USA,"Frisco, Texas",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Defender
Colorado School of Mines,RMAC,Alex Gonzalez,So.,,,,USA,"Frisco, Texas",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2028,Defender
Colorado School of Mines,RMAC,Luke Hanna,R-So.,,,,USA,"Austin, Texas",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2028,Midfielder
Colorado School of Mines,RMAC,Jimmy Koufidakis,Gr.,,,,USA,"Mesa, Ariz.",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2025,Forward
Colorado School of Mines,RMAC,Ayman Bushara,R-Jr.,,,,USA,"Aurora, Colo.",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2027,Midfielder
Colorado School of Mines,RMAC,Bryce Bowman,So.,,,,USA,"Atlanta, Ga.",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2028,Midfielder
Colorado School of Mines,RMAC,Marc Zimmermann,Sr.,,,,International,"Orsingen-Nenzingen, Germany",Germany,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2026,Midfielder
Colorado School of Mines,RMAC,Quin Collins,Sr.,,,,USA,"Austin, Texas",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2026,Midfielder
Colorado School of Mines,RMAC,Kian Mueller,Fr.,,,,USA,"Corvallis, Ore.",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Midfielder
Colorado School of Mines,RMAC,Smith Russell,Fr.,,,,USA,"Bellevue, Wash.",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Forward
Colorado School of Mines,RMAC,Marc Levin,Jr.,,,,USA,"St. Louis, Mo.",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2027,Midfielder
Colorado School of Mines,RMAC,Abou Bakar Berthe,Jr.,,,,International,"Bamako, Mali",Mali,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2027,Forward
Colorado School of Mines,RMAC,Graham Shoaps,So.,,,,USA,"Granville, Ohio",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2028,Midfielder
Colorado School of Mines,RMAC,Maxwell Stultz,R-Jr.,,,,USA,"Anacortes, Wash.",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2027,Defender
Colorado School of Mines,RMAC,Carter Jansen,So.,,,,USA,"Parker, Colo.",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2028,Defender
Colorado School of Mines,RMAC,Josh Ary,Fr.,,,,USA,"Firestone, Colo.",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Forward
Colorado School of Mines,RMAC,Jake Macha,Fr.,,,,USA,"Austin, Texas",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Midfielder
Colorado School of Mines,RMAC,Paul Kliewer,So.,,,,USA,"Duluth, Minn.",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2028,Midfielder
Colorado School of Mines,RMAC,Henry Saunders,So.,,,,USA,"Severna Park, Md.",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2028,Defender
Colorado School of Mines,RMAC,Raul Gerhardus,R-Jr.,,,,USA,"Wichita, Kan.",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2027,Forward
Colorado School of Mines,RMAC,Ethan Huet,Fr.,,,,USA,"Winter Springs, Fla.",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Midfielder
Colorado School of Mines,RMAC,Jaden Igarta,Fr.,,,,USA,"Portland, Ore.",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Forward
Colorado School of Mines,RMAC,Hilmir Arnarsson,R-Jr.,,,,International,"Reykjavik, Iceland",Iceland,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2027,Defender
Colorado School of Mines,RMAC,Brady Scheinfeld,Fr.,,,,USA,"Atlanta, Ga.",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Defender
Colorado School of Mines,RMAC,Gabriel Rodriguez,Sr.,,,,USA,"Richardson, Texas",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2026,Forward
Colorado School of Mines,RMAC,Lucas Taitt,Fr.,,,,USA,"Shawnee, Kan.",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Forward
Colorado School of Mines,RMAC,Caden Allaire,Jr.,,,,USA,"Casper, Wyo.",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2027,Goalkeeper
Colorado School of Mines,RMAC,Dennis Polzin,Fr.,,,,USA,"Castle Pines, Colo.",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Goalkeeper
Colorado School of Mines,RMAC,Logan D.,Fr.,,,,USA,"Denver, Colo.",,,https://minesathletics.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,
Colorado State-Pueblo,RMAC,Tristan Whitlock,R-Jr.,,,,USA,"Lincoln, Neb.",,,https://gothunderwolves.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 25%,2027,Goalkeeper
Colorado State-Pueblo,RMAC,Ruben Volkert,Gr.,,,,International,"Baden-Württemberg, Germany",Germany,,https://gothunderwolves.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 25%,2025,Goalkeeper
Colorado State-Pueblo,RMAC,Dylan Zavatini,Gr.,,,,International,"Santa Catarina, Brazil",Brazil,,https://gothunderwolves.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 25%,2025,Defender
Colorado State-Pueblo,RMAC,Kei Ishikawa,Fr.,,,,International,"Setagaya-Ku, Tokyo, Japan",Japan,,https://gothunderwolves.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 25%,2029,Defender
Colorado State-Pueblo,RMAC,Giancarlo Pretto,Sr.,,,,International,"Lajeado Rio Grande Do Sul, Brazil",Brazil,,https://gothunderwolves.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 25%,2026,Defender
Colorado State-Pueblo,RMAC,Shjon Andrews,Gr.,,,,USA,"Longmont, Colo.",,,https://gothunderwolves.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 25%,2025,Defender
Colorado State-Pueblo,RMAC,Jack Pascoe,Sr.,,,,International,"Barry, Wales, England",United Kingdom,,https://gothunderwolves.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 25%,2026,Midfielder
Colorado State-Pueblo,RMAC,Robert Zanfir,Sr.,,,,USA,"Dallas, Tex.",,,https://gothunderwolves.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 25%,2026,Forward
Colorado State-Pueblo,RMAC,Luke Smith,Sr.,,,,International,"Bolton, England",United Kingdom,,https://gothunderwolves.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 25%,2026,Midfielder
Colorado State-Pueblo,RMAC,Jose Bustamante,Jr.,,,,USA,"Davie, Fla.",,,https://gothunderwolves.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 25%,2027,Forward
Colorado State-Pueblo,RMAC,Caio Oliveira,Sr.,,,,International,"Espigao d'Oeste, Brazil",Brazil,,https://gothunderwolves.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 25%,2026,Midfielder
Colorado State-Pueblo,RMAC,Will Boyle,R-So.,,,,USA,"Fort Collins, Colo.",,,https://gothunderwolves.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 25%,2028,Forward
Colorado State-Pueblo,RMAC,Ruben Marquez,Jr.,,,,USA,"Kissimmee, Fla.",,,https://gothunderwolves.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 25%,2027,Midfielder
Colorado State-Pueblo,RMAC,Ignatius DeMark,Sr.,,,,USA,"Phoenix, Ariz.",,,https://gothunderwolves.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 25%,2026,Defender
Colorado State-Pueblo,RMAC,Aran Garza,R-Fr.,,,,USA,"Tempe, Ariz.",,,https://gothunderwolves.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 25%,2029,Midfielder
Colorado State-Pueblo,RMAC,Axel Forsberg,Fr.,,,,International,"Tyresoe, Stockholm, Sweden",Sweden,,https://gothunderwolves.com/sports/mens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 25%,2029,Forward
